transaction_id,transaction_date,sender_id,receiver_id,origin_country,destination_country,sender_bank,receiver_bank,currency,amount_usd,transaction_type,customer_segment,purpose_code,risk_rating
TXN000713,2025-03-30,CUST_A102,RCV_B203,USA,ARE,Continental Finance,Harbor Bank,USD,12688.08,Wire,SME,Invoice Payment,Low
TXN000714,2025-03-30,CUST_A103,RCV_B204,USA,DEU,Continental Finance,Mercury Trust,USD,236954.83,Wire,NBFI,Intercompany Transfer,High
TXN000715,2025-03-30,CUST_A106,RCV_B203,GBR,USA,Harbor Bank,Continental Finance,USD,14672.84,Trade Finance,SME,Family Support,Medium
TXN000716,2025-03-31,CUST_A103,RCV_B202,USA,RUS,Mercury Trust,Harbor Bank,USD,105191.52,ACH,NBFI,Intercompany Transfer,High
TXN000717,2025-03-31,CUST_A105,RCV_B205,USA,ARE,Atlantic Bank,Atlantic Bank,USD,45282.93,Wire,Corporate,Invoice Payment,Medium
TXN000718,2025-03-31,CUST_A105,RCV_B204,USA,DEU,Harbor Bank,Harbor Bank,USD,203865.95,Trade Finance,Corporate,Invoice Payment,Medium
TXN000719,2025-03-31,CUST_A105,RCV_B203,USA,ZAF,Continental Finance,Harbor Bank,USD,120471.13,Wire,Corporate,Invoice Payment,Medium
TXN000720,2025-03-31,CUST_A101,RCV_B205,USA,ZAF,Mercury Trust,Continental Finance,USD,65718.8,Wire,Corporate,Invoice Payment,Medium
TXN000721,2025-03-31,CUST_A106,RCV_B203,USA,DEU,Mercury Trust,Mercury Trust,USD,19106.11,Remittance,SME,Invoice Payment,Medium
TXN000722,2025-03-31,CUST_A102,RCV_B203,GBR,USA,Mercury Trust,Continental Finance,USD,8493.4,Wire,SME,Family Support,Low
TXN000723,2025-03-31,CUST_A101,RCV_B201,USA,ARE,Atlantic Bank,Continental Finance,USD,139552.36,Trade Finance,Corporate,Capital Goods,Medium
TXN000724,2025-03-31,CUST_A106,RCV_B203,USA,DEU,Atlantic Bank,Mercury Trust,USD,17241.39,Wire,SME,Capital Goods,Medium
TXN000725,2025-03-31,CUST_A101,RCV_B204,USA,ZAF,Continental Finance,Mercury Trust,USD,67551.24,ACH,Corporate,Capital Goods,Medium
TXN000726,2025-03-31,CUST_A104,RCV_B203,GBR,USA,Mercury Trust,Harbor Bank,USD,3798.5,Remittance,Retail,Invoice Payment,Low
TXN000727,2025-04-01,CUST_A104,RCV_B206,USA,ZAF,Mercury Trust,Continental Finance,USD,1019.98,Wire,Retail,Invoice Payment,Low
TXN000728,2025-04-01,CUST_A104,RCV_B205,USA,ZAF,Continental Finance,Harbor Bank,USD,1342.63,Remittance,Retail,Family Support,Low
TXN000729,2025-04-01,CUST_A105,RCV_B204,USA,GBR,Mercury Trust,Atlantic Bank,USD,72708.43,Remittance,Corporate,Services,Medium
TXN000730,2025-04-01,CUST_A101,RCV_B201,GBR,USA,Harbor Bank,Continental Finance,USD,36166.41,Wire,Corporate,Family Support,Medium
TXN000731,2025-04-01,CUST_A104,RCV_B203,USA,GBR,Continental Finance,Atlantic Bank,USD,1814.46,ACH,Retail,Capital Goods,Low
TXN000732,2025-04-01,CUST_A103,RCV_B203,USA,DEU,Atlantic Bank,Continental Finance,USD,149455.47,Trade Finance,NBFI,Capital Goods,High
TXN000733,2025-04-01,CUST_A101,RCV_B203,USA,RUS,Atlantic Bank,Mercury Trust,USD,64648.58,ACH,Corporate,Capital Goods,Medium
TXN000734,2025-04-01,CUST_A103,RCV_B205,GBR,USA,Mercury Trust,Harbor Bank,USD,113677.12,Wire,NBFI,Invoice Payment,High
TXN000735,2025-04-01,CUST_A105,RCV_B203,USA,DEU,Atlantic Bank,Continental Finance,USD,88394.87,ACH,Corporate,Capital Goods,Medium
TXN000736,2025-04-01,CUST_A106,RCV_B202,USA,ZAF,Atlantic Bank,Atlantic Bank,USD,14244.22,Remittance,SME,Invoice Payment,Medium
TXN000737,2025-04-01,CUST_A106,RCV_B203,USA,ZAF,Continental Finance,Harbor Bank,USD,32681.3,Trade Finance,SME,Services,Medium
TXN000738,2025-04-01,CUST_A105,RCV_B202,USA,RUS,Continental Finance,Harbor Bank,USD,61406.92,Wire,Corporate,Capital Goods,Medium
TXN000739,2025-04-01,CUST_A103,RCV_B204,GBR,USA,Harbor Bank,Continental Finance,USD,125250.15,Trade Finance,NBFI,Invoice Payment,High
TXN000740,2025-04-01,CUST_A105,RCV_B205,USA,GBR,Mercury Trust,Mercury Trust,USD,51007.78,ACH,Corporate,Intercompany Transfer,Medium
TXN000741,2025-04-01,CUST_A106,RCV_B205,GBR,USA,Atlantic Bank,Atlantic Bank,USD,15517.0,Wire,SME,Intercompany Transfer,Medium
TXN000742,2025-04-02,CUST_A103,RCV_B206,USA,GBR,Atlantic Bank,Harbor Bank,USD,98895.93,Trade Finance,NBFI,Invoice Payment,High
TXN000743,2025-04-02,CUST_A101,RCV_B204,USA,GBR,Continental Finance,Atlantic Bank,USD,81323.52,Wire,Corporate,Family Support,Medium
TXN000744,2025-04-02,CUST_A101,RCV_B204,USA,ZAF,Harbor Bank,Continental Finance,USD,108087.8,Wire,Corporate,Services,Medium
TXN000745,2025-04-02,CUST_A101,RCV_B203,USA,DEU,Atlantic Bank,Atlantic Bank,USD,54245.5,Wire,Corporate,Invoice Payment,Medium
TXN000746,2025-04-02,CUST_A105,RCV_B203,USA,GBR,Mercury Trust,Continental Finance,USD,46156.37,ACH,Corporate,Invoice Payment,Medium
TXN000747,2025-04-02,CUST_A102,RCV_B201,USA,ARE,Mercury Trust,Harbor Bank,USD,12688.29,Wire,SME,Capital Goods,Low
TXN000748,2025-04-02,CUST_A106,RCV_B205,GBR,USA,Harbor Bank,Continental Finance,USD,9840.08,ACH,SME,Services,Medium
TXN000749,2025-04-02,CUST_A105,RCV_B206,USA,ARE,Atlantic Bank,Mercury Trust,USD,171161.3,Trade Finance,Corporate,Family Support,Medium
TXN000750,2025-04-03,CUST_A101,RCV_B206,USA,DEU,Mercury Trust,Mercury Trust,USD,98382.69,ACH,Corporate,Invoice Payment,Medium
TXN000751,2025-04-03,CUST_A101,RCV_B202,USA,ZAF,Continental Finance,Continental Finance,USD,167006.8,Wire,Corporate,Intercompany Transfer,Medium
TXN000752,2025-04-03,CUST_A101,RCV_B204,USA,ZAF,Harbor Bank,Mercury Trust,USD,38538.73,Remittance,Corporate,Intercompany Transfer,Medium
TXN000753,2025-04-03,CUST_A105,RCV_B206,USA,ZAF,Mercury Trust,Harbor Bank,USD,42791.95,Remittance,Corporate,Family Support,Medium
TXN000754,2025-04-03,CUST_A104,RCV_B202,USA,ZAF,Continental Finance,Harbor Bank,USD,3585.8,Wire,Retail,Family Support,Low
TXN000755,2025-04-03,CUST_A104,RCV_B206,USA,ZAF,Mercury Trust,Continental Finance,USD,1326.76,Trade Finance,Retail,Invoice Payment,Low
TXN000756,2025-04-03,CUST_A102,RCV_B206,USA,GBR,Harbor Bank,Harbor Bank,USD,18050.86,Trade Finance,SME,Services,Low
TXN000757,2025-04-03,CUST_A104,RCV_B205,USA,RUS,Atlantic Bank,Atlantic Bank,USD,917.4,Remittance,Retail,Family Support,Low
TXN000758,2025-04-03,CUST_A101,RCV_B201,USA,RUS,Harbor Bank,Harbor Bank,USD,99660.09,Trade Finance,Corporate,Services,Medium
TXN000759,2025-04-03,CUST_A104,RCV_B206,USA,RUS,Continental Finance,Mercury Trust,USD,3143.11,Wire,Retail,Invoice Payment,Low
TXN000760,2025-04-03,CUST_A101,RCV_B205,GBR,USA,Mercury Trust,Mercury Trust,USD,50315.02,Wire,Corporate,Capital Goods,Medium
TXN000761,2025-04-03,CUST_A102,RCV_B204,USA,RUS,Continental Finance,Harbor Bank,USD,9612.32,ACH,SME,Services,Low
TXN001411,2025-04-03,CUST_A103,RCV_B205,USA,RUS,Atlantic Bank,Harbor Bank,USD,780000.0,Trade Finance,NBFI,Large Trade Settlement,High
TXN000762,2025-04-04,CUST_A105,RCV_B202,USA,ZAF,Atlantic Bank,Continental Finance,USD,66226.59,Wire,Corporate,Capital Goods,Medium
TXN000763,2025-04-04,CUST_A106,RCV_B205,USA,DEU,Mercury Trust,Mercury Trust,USD,14041.3,Remittance,SME,Capital Goods,Medium
TXN000764,2025-04-04,CUST_A106,RCV_B205,USA,ARE,Harbor Bank,Mercury Trust,USD,38611.89,Remittance,SME,Intercompany Transfer,Medium
TXN000765,2025-04-04,CUST_A106,RCV_B204,USA,GBR,Continental Finance,Harbor Bank,USD,7784.89,Wire,SME,Intercompany Transfer,Medium
TXN000766,2025-04-05,CUST_A104,RCV_B206,USA,ZAF,Continental Finance,Atlantic Bank,USD,3932.5,ACH,Retail,Invoice Payment,Low
TXN000767,2025-04-05,CUST_A106,RCV_B201,USA,ARE,Continental Finance,Harbor Bank,USD,21337.84,Wire,SME,Invoice Payment,Medium
TXN000768,2025-04-05,CUST_A101,RCV_B205,GBR,USA,Continental Finance,Continental Finance,USD,50166.02,ACH,Corporate,Intercompany Transfer,Medium
TXN000769,2025-04-05,CUST_A106,RCV_B205,USA,ZAF,Harbor Bank,Mercury Trust,USD,16886.07,Trade Finance,SME,Capital Goods,Medium
TXN000770,2025-04-05,CUST_A102,RCV_B206,USA,GBR,Continental Finance,Atlantic Bank,USD,12946.29,ACH,SME,Intercompany Transfer,Low
TXN000771,2025-04-05,CUST_A102,RCV_B205,USA,RUS,Harbor Bank,Continental Finance,USD,25729.55,ACH,SME,Family Support,Low
TXN000772,2025-04-06,CUST_A105,RCV_B205,USA,ZAF,Harbor Bank,Atlantic Bank,USD,96590.71,ACH,Corporate,Capital Goods,Medium
TXN000773,2025-04-06,CUST_A101,RCV_B201,USA,RUS,Continental Finance,Mercury Trust,USD,99390.48,Remittance,Corporate,Family Support,Medium
TXN000774,2025-04-06,CUST_A102,RCV_B205,USA,RUS,Harbor Bank,Continental Finance,USD,22861.43,Trade Finance,SME,Services,Low
TXN000775,2025-04-06,CUST_A102,RCV_B202,USA,DEU,Mercury Trust,Continental Finance,USD,3711.68,Trade Finance,SME,Capital Goods,Low
TXN000776,2025-04-06,CUST_A102,RCV_B204,USA,GBR,Atlantic Bank,Continental Finance,USD,38047.05,Remittance,SME,Services,Low
TXN000777,2025-04-06,CUST_A101,RCV_B205,USA,DEU,Continental Finance,Atlantic Bank,USD,62740.42,ACH,Corporate,Capital Goods,Medium
TXN000778,2025-04-06,CUST_A103,RCV_B204,USA,DEU,Mercury Trust,Atlantic Bank,USD,125038.16,Trade Finance,NBFI,Family Support,High
TXN000779,2025-04-06,CUST_A105,RCV_B205,USA,ARE,Continental Finance,Continental Finance,USD,72133.68,ACH,Corporate,Family Support,Medium
TXN000780,2025-04-07,CUST_A103,RCV_B204,USA,DEU,Harbor Bank,Atlantic Bank,USD,122902.24,ACH,NBFI,Invoice Payment,High
TXN000781,2025-04-07,CUST_A105,RCV_B204,USA,DEU,Mercury Trust,Continental Finance,USD,59375.53,Remittance,Corporate,Services,Medium
TXN000782,2025-04-07,CUST_A102,RCV_B203,GBR,USA,Continental Finance,Atlantic Bank,USD,15849.35,Remittance,SME,Invoice Payment,Low
TXN000783,2025-04-07,CUST_A101,RCV_B202,USA,DEU,Atlantic Bank,Harbor Bank,USD,142139.96,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN000784,2025-04-07,CUST_A105,RCV_B201,USA,ZAF,Atlantic Bank,Continental Finance,USD,219712.3,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN000785,2025-04-07,CUST_A103,RCV_B202,USA,DEU,Mercury Trust,Mercury Trust,USD,74982.15,Wire,NBFI,Services,High
TXN000786,2025-04-07,CUST_A102,RCV_B201,USA,RUS,Continental Finance,Atlantic Bank,USD,13073.93,Trade Finance,SME,Capital Goods,Low
TXN000787,2025-04-07,CUST_A105,RCV_B203,USA,ZAF,Mercury Trust,Continental Finance,USD,58782.64,Wire,Corporate,Invoice Payment,Medium
TXN000788,2025-04-08,CUST_A106,RCV_B205,USA,ARE,Continental Finance,Mercury Trust,USD,23860.32,ACH,SME,Services,Medium
TXN000789,2025-04-08,CUST_A102,RCV_B206,GBR,USA,Atlantic Bank,Continental Finance,USD,18074.41,Wire,SME,Services,Low
TXN000790,2025-04-08,CUST_A104,RCV_B206,USA,RUS,Atlantic Bank,Harbor Bank,USD,3407.42,Trade Finance,Retail,Services,Low
TXN000791,2025-04-08,CUST_A101,RCV_B204,USA,GBR,Atlantic Bank,Atlantic Bank,USD,34019.58,Remittance,Corporate,Services,Medium
TXN000792,2025-04-08,CUST_A104,RCV_B206,USA,DEU,Mercury Trust,Harbor Bank,USD,3237.36,ACH,Retail,Capital Goods,Low
TXN000793,2025-04-08,CUST_A106,RCV_B204,USA,RUS,Harbor Bank,Mercury Trust,USD,7240.14,Trade Finance,SME,Family Support,Medium
TXN000794,2025-04-08,CUST_A102,RCV_B202,USA,ARE,Harbor Bank,Mercury Trust,USD,10251.68,Trade Finance,SME,Capital Goods,Low
TXN000795,2025-04-09,CUST_A105,RCV_B203,USA,ARE,Continental Finance,Atlantic Bank,USD,39861.01,Wire,Corporate,Capital Goods,Medium
TXN000796,2025-04-09,CUST_A103,RCV_B205,USA,ZAF,Mercury Trust,Harbor Bank,USD,281010.2,Wire,NBFI,Services,High
TXN000797,2025-04-09,CUST_A105,RCV_B204,USA,ARE,Continental Finance,Harbor Bank,USD,77595.92,Wire,Corporate,Capital Goods,Medium
TXN000798,2025-04-09,CUST_A101,RCV_B202,USA,DEU,Harbor Bank,Mercury Trust,USD,120609.33,Remittance,Corporate,Family Support,Medium
TXN000799,2025-04-09,CUST_A106,RCV_B202,USA,ARE,Atlantic Bank,Harbor Bank,USD,17802.26,Trade Finance,SME,Intercompany Transfer,Medium
TXN000800,2025-04-09,CUST_A106,RCV_B203,USA,ARE,Atlantic Bank,Continental Finance,USD,22850.86,Trade Finance,SME,Family Support,Medium
TXN000801,2025-04-09,CUST_A106,RCV_B202,USA,RUS,Continental Finance,Continental Finance,USD,16476.07,ACH,SME,Family Support,Medium
TXN000802,2025-04-09,CUST_A104,RCV_B206,USA,ZAF,Atlantic Bank,Atlantic Bank,USD,1942.37,Wire,Retail,Family Support,Low
TXN000803,2025-04-09,CUST_A103,RCV_B206,USA,ARE,Atlantic Bank,Harbor Bank,USD,342702.74,Wire,NBFI,Invoice Payment,High
TXN000804,2025-04-09,CUST_A101,RCV_B203,USA,RUS,Atlantic Bank,Mercury Trust,USD,37088.67,Remittance,Corporate,Services,Medium
TXN000805,2025-04-10,CUST_A103,RCV_B205,USA,ZAF,Mercury Trust,Harbor Bank,USD,78628.81,Trade Finance,NBFI,Capital Goods,High
TXN000806,2025-04-10,CUST_A105,RCV_B203,USA,GBR,Continental Finance,Harbor Bank,USD,110657.99,Trade Finance,Corporate,Services,Medium
TXN000807,2025-04-10,CUST_A101,RCV_B202,USA,RUS,Harbor Bank,Continental Finance,USD,89899.21,Remittance,Corporate,Intercompany Transfer,Medium
TXN000808,2025-04-10,CUST_A105,RCV_B202,USA,GBR,Harbor Bank,Continental Finance,USD,56979.29,Remittance,Corporate,Services,Medium
TXN000809,2025-04-10,CUST_A101,RCV_B206,USA,ARE,Atlantic Bank,Mercury Trust,USD,303898.54,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN000810,2025-04-10,CUST_A102,RCV_B202,USA,ARE,Harbor Bank,Mercury Trust,USD,40050.52,Remittance,SME,Invoice Payment,Low
TXN000811,2025-04-11,CUST_A101,RCV_B206,USA,RUS,Mercury Trust,Harbor Bank,USD,53390.45,ACH,Corporate,Invoice Payment,Medium
TXN000812,2025-04-11,CUST_A103,RCV_B203,GBR,USA,Continental Finance,Harbor Bank,USD,92231.44,ACH,NBFI,Family Support,High
TXN000813,2025-04-11,CUST_A103,RCV_B205,USA,ARE,Mercury Trust,Harbor Bank,USD,218017.84,Wire,NBFI,Family Support,High
TXN000814,2025-04-11,CUST_A101,RCV_B201,USA,RUS,Mercury Trust,Mercury Trust,USD,193038.74,Wire,Corporate,Family Support,Medium
TXN000815,2025-04-11,CUST_A105,RCV_B203,USA,ARE,Mercury Trust,Continental Finance,USD,69249.69,Wire,Corporate,Capital Goods,Medium
TXN000816,2025-04-11,CUST_A104,RCV_B204,USA,ZAF,Mercury Trust,Atlantic Bank,USD,2102.99,Remittance,Retail,Intercompany Transfer,Low
TXN000817,2025-04-11,CUST_A105,RCV_B204,USA,RUS,Harbor Bank,Continental Finance,USD,30743.49,Remittance,Corporate,Services,Medium
TXN000818,2025-04-11,CUST_A106,RCV_B206,USA,DEU,Atlantic Bank,Mercury Trust,USD,17870.44,ACH,SME,Services,Medium
TXN000819,2025-04-11,CUST_A101,RCV_B203,GBR,USA,Mercury Trust,Continental Finance,USD,70254.72,Remittance,Corporate,Intercompany Transfer,Medium
TXN000820,2025-04-11,CUST_A101,RCV_B206,USA,ZAF,Atlantic Bank,Atlantic Bank,USD,131861.14,Trade Finance,Corporate,Services,Medium
TXN000821,2025-04-11,CUST_A104,RCV_B202,USA,GBR,Atlantic Bank,Mercury Trust,USD,2446.44,Wire,Retail,Services,Low
TXN000822,2025-04-11,CUST_A102,RCV_B204,USA,RUS,Atlantic Bank,Atlantic Bank,USD,21930.03,Trade Finance,SME,Services,Low
TXN000823,2025-04-11,CUST_A106,RCV_B203,USA,DEU,Harbor Bank,Mercury Trust,USD,20463.46,Wire,SME,Family Support,Medium
TXN000824,2025-04-11,CUST_A101,RCV_B204,USA,ZAF,Mercury Trust,Harbor Bank,USD,158472.86,Wire,Corporate,Invoice Payment,Medium
TXN000825,2025-04-12,CUST_A103,RCV_B206,USA,ARE,Mercury Trust,Mercury Trust,USD,171018.77,ACH,NBFI,Intercompany Transfer,High
TXN000826,2025-04-12,CUST_A101,RCV_B206,USA,DEU,Continental Finance,Atlantic Bank,USD,105392.47,Wire,Corporate,Invoice Payment,Medium
TXN000827,2025-04-12,CUST_A103,RCV_B201,USA,ARE,Atlantic Bank,Mercury Trust,USD,153354.52,Trade Finance,NBFI,Services,High
TXN000828,2025-04-12,CUST_A105,RCV_B205,USA,RUS,Atlantic Bank,Mercury Trust,USD,38189.63,ACH,Corporate,Capital Goods,Medium
TXN000829,2025-04-12,CUST_A103,RCV_B206,USA,ARE,Continental Finance,Continental Finance,USD,73228.3,Wire,NBFI,Capital Goods,High
TXN000830,2025-04-12,CUST_A105,RCV_B205,USA,RUS,Mercury Trust,Continental Finance,USD,65879.26,ACH,Corporate,Capital Goods,Medium
TXN000831,2025-04-12,CUST_A102,RCV_B203,USA,DEU,Continental Finance,Mercury Trust,USD,19399.33,Trade Finance,SME,Intercompany Transfer,Low
TXN000832,2025-04-12,CUST_A103,RCV_B205,USA,ZAF,Harbor Bank,Mercury Trust,USD,93257.75,Trade Finance,NBFI,Invoice Payment,High
TXN000833,2025-04-12,CUST_A104,RCV_B203,USA,ZAF,Atlantic Bank,Mercury Trust,USD,3033.03,Remittance,Retail,Capital Goods,Low
TXN000834,2025-04-13,CUST_A106,RCV_B206,GBR,USA,Harbor Bank,Mercury Trust,USD,30613.21,Remittance,SME,Intercompany Transfer,Medium
TXN000835,2025-04-13,CUST_A102,RCV_B202,USA,GBR,Continental Finance,Atlantic Bank,USD,11888.54,ACH,SME,Capital Goods,Low
TXN000836,2025-04-13,CUST_A106,RCV_B201,USA,ZAF,Harbor Bank,Harbor Bank,USD,3193.95,ACH,SME,Family Support,Medium
TXN000837,2025-04-13,CUST_A105,RCV_B205,USA,DEU,Atlantic Bank,Mercury Trust,USD,78176.71,Remittance,Corporate,Capital Goods,Medium
TXN000838,2025-04-13,CUST_A102,RCV_B201,USA,DEU,Mercury Trust,Mercury Trust,USD,18573.83,Remittance,SME,Invoice Payment,Low
TXN000839,2025-04-13,CUST_A102,RCV_B201,GBR,USA,Mercury Trust,Mercury Trust,USD,5697.92,Trade Finance,SME,Intercompany Transfer,Low
TXN000840,2025-04-13,CUST_A101,RCV_B206,USA,DEU,Atlantic Bank,Mercury Trust,USD,95040.84,Wire,Corporate,Capital Goods,Medium
TXN000841,2025-04-13,CUST_A105,RCV_B206,USA,DEU,Continental Finance,Continental Finance,USD,57341.78,Trade Finance,Corporate,Capital Goods,Medium
TXN000842,2025-04-14,CUST_A101,RCV_B204,USA,GBR,Harbor Bank,Atlantic Bank,USD,49642.71,Trade Finance,Corporate,Invoice Payment,Medium
TXN000843,2025-04-14,CUST_A103,RCV_B203,USA,ZAF,Atlantic Bank,Harbor Bank,USD,98519.82,Remittance,NBFI,Capital Goods,High
TXN000844,2025-04-14,CUST_A102,RCV_B204,USA,RUS,Atlantic Bank,Continental Finance,USD,24414.5,ACH,SME,Intercompany Transfer,Low
TXN000845,2025-04-14,CUST_A106,RCV_B206,USA,GBR,Mercury Trust,Atlantic Bank,USD,3667.99,Remittance,SME,Capital Goods,Medium
TXN000846,2025-04-14,CUST_A103,RCV_B205,USA,GBR,Harbor Bank,Harbor Bank,USD,139630.78,Remittance,NBFI,Services,High
TXN000847,2025-04-14,CUST_A102,RCV_B202,USA,RUS,Atlantic Bank,Continental Finance,USD,8211.89,Trade Finance,SME,Capital Goods,Low
TXN000848,2025-04-14,CUST_A105,RCV_B204,USA,ZAF,Mercury Trust,Atlantic Bank,USD,56841.1,ACH,Corporate,Capital Goods,Medium
TXN000849,2025-04-14,CUST_A103,RCV_B205,USA,RUS,Continental Finance,Continental Finance,USD,107795.87,Remittance,NBFI,Capital Goods,High
TXN000850,2025-04-14,CUST_A103,RCV_B203,GBR,USA,Atlantic Bank,Continental Finance,USD,138853.09,Trade Finance,NBFI,Capital Goods,High
TXN000851,2025-04-14,CUST_A103,RCV_B206,GBR,USA,Mercury Trust,Atlantic Bank,USD,113960.42,Wire,NBFI,Family Support,High
TXN000852,2025-04-14,CUST_A104,RCV_B206,GBR,USA,Mercury Trust,Continental Finance,USD,1527.65,ACH,Retail,Services,Low
TXN000853,2025-04-14,CUST_A103,RCV_B204,USA,ZAF,Continental Finance,Mercury Trust,USD,151365.04,ACH,NBFI,Intercompany Transfer,High
TXN000854,2025-04-15,CUST_A102,RCV_B205,USA,GBR,Atlantic Bank,Harbor Bank,USD,9111.06,ACH,SME,Capital Goods,Low
TXN000855,2025-04-15,CUST_A104,RCV_B202,USA,ARE,Mercury Trust,Atlantic Bank,USD,1675.82,ACH,Retail,Capital Goods,Low
TXN000856,2025-04-15,CUST_A101,RCV_B201,GBR,USA,Continental Finance,Harbor Bank,USD,73419.66,Wire,Corporate,Services,Medium
TXN000857,2025-04-15,CUST_A103,RCV_B205,USA,GBR,Harbor Bank,Harbor Bank,USD,119756.77,Wire,NBFI,Invoice Payment,High
TXN000858,2025-04-15,CUST_A106,RCV_B204,USA,ZAF,Continental Finance,Atlantic Bank,USD,14611.15,Remittance,SME,Services,Medium
TXN000859,2025-04-15,CUST_A105,RCV_B204,USA,GBR,Harbor Bank,Harbor Bank,USD,72141.33,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN000860,2025-04-15,CUST_A104,RCV_B206,USA,GBR,Mercury Trust,Atlantic Bank,USD,1122.19,Wire,Retail,Capital Goods,Low
TXN000861,2025-04-15,CUST_A106,RCV_B204,USA,ZAF,Mercury Trust,Continental Finance,USD,6833.43,Remittance,SME,Services,Medium
TXN000862,2025-04-15,CUST_A104,RCV_B205,GBR,USA,Harbor Bank,Atlantic Bank,USD,3199.71,Remittance,Retail,Family Support,Low
TXN000863,2025-04-15,CUST_A102,RCV_B203,USA,RUS,Mercury Trust,Harbor Bank,USD,17701.84,Remittance,SME,Family Support,Low
TXN000864,2025-04-16,CUST_A104,RCV_B204,USA,DEU,Atlantic Bank,Mercury Trust,USD,2963.59,Wire,Retail,Services,Low
TXN000865,2025-04-16,CUST_A106,RCV_B204,GBR,USA,Harbor Bank,Continental Finance,USD,12384.41,ACH,SME,Family Support,Medium
TXN000866,2025-04-16,CUST_A102,RCV_B206,USA,DEU,Atlantic Bank,Continental Finance,USD,15571.37,Trade Finance,SME,Capital Goods,Low
TXN000867,2025-04-16,CUST_A103,RCV_B206,GBR,USA,Atlantic Bank,Mercury Trust,USD,165023.87,Wire,NBFI,Family Support,High
TXN000868,2025-04-16,CUST_A101,RCV_B202,USA,ZAF,Harbor Bank,Harbor Bank,USD,75876.67,Trade Finance,Corporate,Services,Medium
TXN000869,2025-04-16,CUST_A101,RCV_B205,USA,ZAF,Continental Finance,Continental Finance,USD,102531.85,Trade Finance,Corporate,Invoice Payment,Medium
TXN000870,2025-04-16,CUST_A103,RCV_B206,USA,ZAF,Continental Finance,Mercury Trust,USD,150245.74,Remittance,NBFI,Intercompany Transfer,High
TXN000871,2025-04-16,CUST_A104,RCV_B203,USA,DEU,Mercury Trust,Continental Finance,USD,963.22,ACH,Retail,Services,Low
TXN000872,2025-04-16,CUST_A105,RCV_B203,USA,DEU,Harbor Bank,Continental Finance,USD,77156.42,Remittance,Corporate,Family Support,Medium
TXN000873,2025-04-17,CUST_A102,RCV_B204,GBR,USA,Harbor Bank,Continental Finance,USD,10868.33,Trade Finance,SME,Invoice Payment,Low
TXN000874,2025-04-17,CUST_A104,RCV_B203,USA,ARE,Continental Finance,Continental Finance,USD,1747.34,Remittance,Retail,Services,Low
TXN000875,2025-04-17,CUST_A102,RCV_B205,GBR,USA,Atlantic Bank,Continental Finance,USD,8247.61,Wire,SME,Intercompany Transfer,Low
TXN000876,2025-04-17,CUST_A102,RCV_B203,USA,RUS,Atlantic Bank,Mercury Trust,USD,4952.82,Remittance,SME,Family Support,Low
TXN000877,2025-04-17,CUST_A102,RCV_B201,USA,ARE,Atlantic Bank,Continental Finance,USD,8641.03,Wire,SME,Services,Low
TXN000878,2025-04-17,CUST_A102,RCV_B203,USA,GBR,Atlantic Bank,Mercury Trust,USD,24180.52,Remittance,SME,Invoice Payment,Low
TXN000879,2025-04-17,CUST_A104,RCV_B204,GBR,USA,Continental Finance,Atlantic Bank,USD,1676.0,ACH,Retail,Family Support,Low
TXN000880,2025-04-17,CUST_A106,RCV_B206,GBR,USA,Atlantic Bank,Mercury Trust,USD,13183.66,Remittance,SME,Services,Medium
TXN000881,2025-04-18,CUST_A102,RCV_B206,USA,DEU,Atlantic Bank,Mercury Trust,USD,15810.63,Trade Finance,SME,Services,Low
TXN000882,2025-04-18,CUST_A105,RCV_B203,USA,ZAF,Mercury Trust,Atlantic Bank,USD,41370.62,Trade Finance,Corporate,Invoice Payment,Medium
TXN000883,2025-04-18,CUST_A106,RCV_B203,USA,RUS,Mercury Trust,Mercury Trust,USD,19999.31,Wire,SME,Capital Goods,Medium
TXN000884,2025-04-18,CUST_A104,RCV_B202,USA,ARE,Harbor Bank,Atlantic Bank,USD,1415.63,Remittance,Retail,Capital Goods,Low
TXN000885,2025-04-18,CUST_A104,RCV_B205,USA,ARE,Continental Finance,Harbor Bank,USD,4802.55,ACH,Retail,Services,Low
TXN000886,2025-04-18,CUST_A102,RCV_B204,GBR,USA,Harbor Bank,Continental Finance,USD,6693.03,Trade Finance,SME,Invoice Payment,Low
TXN000887,2025-04-18,CUST_A101,RCV_B202,USA,RUS,Continental Finance,Mercury Trust,USD,112177.32,Remittance,Corporate,Intercompany Transfer,Medium
TXN000888,2025-04-18,CUST_A103,RCV_B204,USA,RUS,Continental Finance,Harbor Bank,USD,38177.99,ACH,NBFI,Family Support,High
TXN000889,2025-04-18,CUST_A102,RCV_B204,USA,DEU,Continental Finance,Mercury Trust,USD,29677.18,ACH,SME,Family Support,Low
TXN000890,2025-04-19,CUST_A104,RCV_B206,USA,RUS,Harbor Bank,Continental Finance,USD,2633.73,ACH,Retail,Family Support,Low
TXN000891,2025-04-20,CUST_A104,RCV_B203,USA,ZAF,Atlantic Bank,Continental Finance,USD,918.33,Wire,Retail,Intercompany Transfer,Low
